entity,year,total_pop,continent,kg_apple_prod_capita_year,phd_awards,cal_frm_animl_prot,cal_frm_plnt_prot,cal_frm_fat,cal_frm_carbs,fruit_consumed_kg_pc_year,gdp_capita_year,life_expectancy,deaths_neoplasms,daly,percent_prevalence_depressive_disorders
India,1938,388142237,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,1939,391883882,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,1940,393975786,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,1941,394407406,Asia,NA,NA,NA,NA,NA,NA,NA,NA,32.5928,NA,NA,NA
India,1942,393167957,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,1943,390246408,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,1944,387346568,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,1945,384468277,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,1946,381611373,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,1947,378775698,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,1948,375961095,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,1949,375136619,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,1950,376325200,Asia,NA,NA,NA,NA,NA,NA,NA,NA,35.812,NA,NA,NA
India,1951,382376945,Asia,NA,NA,NA,NA,NA,NA,NA,NA,36.103,NA,NA,NA
India,1952,388799076,Asia,NA,NA,NA,NA,NA,NA,NA,NA,36.687,NA,NA,NA
India,1953,395544365,Asia,NA,NA,NA,NA,NA,NA,NA,NA,37.272,NA,NA,NA
India,1954,402578594,Asia,NA,NA,NA,NA,NA,NA,NA,NA,37.859,NA,NA,NA
India,1955,409880606,Asia,NA,NA,NA,NA,NA,NA,NA,NA,38.448,NA,NA,NA
India,1956,417442811,Asia,NA,NA,NA,NA,NA,NA,NA,NA,39.038,NA,NA,NA
India,1957,425270709,Asia,NA,NA,NA,NA,NA,NA,NA,NA,39.63,NA,NA,NA
India,1958,433380978,Asia,NA,NA,NA,NA,NA,NA,NA,NA,40.225,NA,NA,NA
India,1959,441798571,Asia,NA,NA,NA,NA,NA,NA,NA,NA,40.822,NA,NA,NA
India,1960,450547675,Asia,NA,NA,NA,NA,NA,NA,NA,NA,41.422,NA,NA,NA
India,2021,1393409033,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1961,2788526,Europe,12.79,NA,226,181.52,992.34,1964.14,108.96980000000002,NA,69.94,NA,NA,NA
Ireland,1962,2792380,Europe,13.76,NA,229,180.44,1027.71,1931.85,118.916,NA,70.095,NA,NA,NA
Ireland,1963,2801184,Europe,15.85,NA,233.88,177.68,1033.47,1944.97,129.054,NA,70.232,NA,NA,NA
Ireland,1964,2812226,Europe,13.19,NA,233.92,171.76,1081.08,1907.24,118.8612,NA,70.359,NA,NA,NA
Ireland,1965,2823644,Europe,12.7,NA,240.52,172.36,1072.98,1912.14,124.2864,NA,70.479,NA,NA,NA
Ireland,1966,2834679,Europe,12.31,NA,241.6,169.72,1078.56,1900.12,130.9994,NA,70.592,NA,NA,NA
Ireland,1967,2846351,Europe,12.09,NA,253.04,164.96,1099.71,1901.29,136.3424,NA,70.697,NA,NA,NA
Ireland,1968,2860729,Europe,12.27,NA,248.4,166.56,1080.27,1918.77,136.2328,NA,70.793,NA,NA,NA
Ireland,1969,2880757,Europe,13.88,NA,256.04,162.36,1105.83,1900.77,142.64440000000002,NA,70.885,NA,NA,NA
Ireland,1970,2908430,Europe,13.13,NA,261.72,161.28,1120.14,1891.86,137.4658,NA,70.977,NA,NA,NA
Ireland,1971,2944092,Europe,10.43,NA,264.64,160.12,1137.51,1915.73,140.7812,NA,71.072,NA,NA,NA
Ireland,1972,2986566,Europe,9.6,NA,260.48,160.88,1138.68,1880.96,140.7264,NA,71.174,NA,NA,NA
Ireland,1973,3034327,Europe,10.65,NA,256.16,162.16,1127.7,1936.98,139.3016,NA,71.287,NA,NA,NA
Ireland,1974,3085159,Europe,11.32,NA,284.72,165,1140.84,1929.44,140.2332,NA,71.414,NA,NA,NA
Ireland,1975,3137181,Europe,10.65,NA,286.84,160.52,1120.23,1898.41,131.246,NA,71.559,NA,NA,NA
Ireland,1976,3189867,Europe,11.7,NA,280.52,157.8,1127.61,1858.07,138.5892,NA,71.725,NA,NA,NA
Ireland,1977,3242767,Europe,10.1,NA,274.44,168.96,1142.46,1922.14,133.27360000000002,NA,71.912,NA,NA,NA
Ireland,1978,3294158,Europe,11.98,NA,289.08,161.44,1198.62,1937.86,143.4938,NA,72.117,NA,NA,NA
Ireland,1979,3342005,Europe,12.9,NA,270.8,166.84,1176.66,1933.7,148.1792,NA,72.338,NA,NA,NA
Ireland,1980,3384760,Europe,13.94,NA,291.8,158.64,1245.96,1878.6,159.33100000000002,NA,72.568,NA,NA,NA
Ireland,1981,3422026,Europe,14.3,NA,283.92,161.64,1261.35,1834.09,160.97500000000002,NA,72.803,NA,NA,NA
Ireland,1982,3453785,Europe,14.38,NA,276,168.72,1271.88,1891.4,168.9484,NA,73.037,NA,NA,NA
Ireland,1983,3479464,Europe,16.48,NA,265.16,170.16,1227.96,1881.72,164.4,NA,73.266,NA,NA,NA
Ireland,1984,3498540,Europe,17.28,NA,270.56,165.92,1230.84,1871.68,170.23620000000005,NA,73.488,NA,NA,NA
Ireland,1985,3510978,Europe,16.52,NA,280.16,167.52,1241.28,1888.04,164.7014,NA,73.705,NA,NA,NA
Ireland,1986,3516423,Europe,16.35,NA,287.92,170.84,1247.58,1907.66,170.72940000000003,NA,73.921,NA,NA,NA
Ireland,1987,3515827,Europe,16.75,NA,302.52,169.08,1261.35,1854.05,194.1016,NA,74.139,NA,NA,NA
Ireland,1988,3512179,Europe,17.49,NA,298.96,170.84,1251.18,1866.02,191.252,NA,74.363,NA,NA,NA
Ireland,1989,3509508,Europe,17.5,NA,274.4,172.6,1260.99,1879.01,191.3068,NA,74.589,NA,NA,NA
Ireland,2018,4818694,Europe,NA,NA,NA,NA,NA,NA,NA,84303.3408922937,82.103,NA,NA,NA
Ireland,2019,4882498,Europe,NA,NA,NA,NA,NA,NA,NA,87786.1569266174,82.305,NA,NA,NA
Ireland,2020,4937796,Europe,NA,NA,NA,NA,NA,NA,NA,89688.9569584859,NA,NA,NA,NA
Ireland,1901,4415380,Europe,NA,NA,NA,NA,NA,NA,NA,NA,49.400002,NA,NA,NA
Ireland,1902,4402943,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1903,4393653,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1904,4384382,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1905,4375131,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1906,4365899,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1907,4356686,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1908,4347493,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1909,4339485,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1910,4332660,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1911,4327013,Europe,NA,NA,NA,NA,NA,NA,NA,NA,53.799999,NA,NA,NA
Ireland,1912,4322541,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1913,4319240,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1914,4315941,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1915,4312645,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1916,4309351,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1917,4306059,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1918,4303696,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1919,4268199,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1920,4200881,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1921,4103003,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1922,3975780,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1923,3820375,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1924,3671044,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1925,3527551,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1926,3389666,Europe,NA,NA,NA,NA,NA,NA,NA,NA,57.599998,NA,NA,NA
Ireland,1927,3257171,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1928,3129856,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1929,3030681,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1930,2958572,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1931,2912496,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1932,2891459,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1933,2894506,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1934,2897558,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1935,2900612,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1936,2903669,Europe,NA,NA,NA,NA,NA,NA,NA,NA,58.900002,NA,NA,NA
Ireland,1937,2906730,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1938,2909794,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1939,2912345,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1940,2914383,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1941,2915908,Europe,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA
Ireland,1942,2916917,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1943,2917412,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1944,2917906,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1945,2918401,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1946,2918895,Europe,NA,NA,NA,NA,NA,NA,NA,NA,61.400002,NA,NA,NA
Ireland,1947,2919390,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1948,2919885,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1949,2917645,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,1950,2912682,Europe,NA,NA,NA,NA,NA,NA,NA,NA,65.646,NA,NA,NA
Ireland,1951,2912605,Europe,NA,NA,NA,NA,NA,NA,NA,NA,65.983,NA,NA,NA
Ireland,1952,2909049,Europe,NA,NA,NA,NA,NA,NA,NA,NA,66.628,NA,NA,NA
Ireland,1953,2901312,Europe,NA,NA,NA,NA,NA,NA,NA,NA,67.215,NA,NA,NA
Ireland,1954,2889284,Europe,NA,NA,NA,NA,NA,NA,NA,NA,67.744,NA,NA,NA
Ireland,1955,2873410,Europe,NA,NA,NA,NA,NA,NA,NA,NA,68.214,NA,NA,NA
Ireland,1956,2854784,Europe,NA,NA,NA,NA,NA,NA,NA,NA,68.627,NA,NA,NA
Ireland,1957,2835058,Europe,NA,NA,NA,NA,NA,NA,NA,NA,68.984,NA,NA,NA
Ireland,1958,2816353,Europe,NA,NA,NA,NA,NA,NA,NA,NA,69.288,NA,NA,NA
Ireland,1959,2801088,Europe,NA,NA,NA,NA,NA,NA,NA,NA,69.545,NA,NA,NA
Ireland,1960,2791390,Europe,NA,NA,NA,NA,NA,NA,NA,NA,69.76,NA,NA,NA
Ireland,2021,4982904,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1961,2144648,Asia,6.01,NA,149.28,206.2,694.08,1755.44,396.6424,NA,70.718,NA,NA,NA
Israel,1962,2234199,Asia,11.84,NA,165.72,198.8,726.12,1733.36,369.078,NA,70.892,NA,NA,NA
Israel,1963,2325149,Asia,8.83,NA,162.44,194.64,717.66,1676.26,359.0496,NA,71.059,NA,NA,NA
Israel,1964,2411782,Asia,16.02,NA,170.4,201.48,692.28,1770.84,551.5346000000001,NA,71.223,NA,NA,NA
Israel,1965,2490322,Asia,13.84,NA,172.48,191.48,753.21,1695.83,420.2612,NA,71.382,NA,NA,NA
Israel,1966,2558716,Asia,15.62,NA,185.92,194.4,820.26,1714.42,450.4560000000001,NA,71.538,NA,NA,NA
Israel,1967,2619102,Asia,13.98,NA,179.4,201.12,856.17,1767.31,493.0356,NA,71.693,NA,NA,NA
Israel,1968,2676972,Asia,8.87,NA,188.4,204.32,886.68,1808.6,539.1498,NA,71.846,NA,NA,NA
Israel,1969,2740066,Asia,9.6,NA,189.16,203.92,937.71,1805.21,452.8672,NA,72,NA,NA,NA
Israel,1970,2813746,Asia,7.57,NA,195.8,206.68,904.41,1823.11,449.8258,NA,72.157,NA,NA,NA
Israel,1971,2900016,Asia,14.62,NA,204.8,219.2,951.39,1906.61,540.5746,NA,72.319,NA,NA,NA
Israel,1972,2996475,Asia,11.16,NA,205.32,213.04,938.52,1890.12,605.0742000000001,NA,72.485,NA,NA,NA
Israel,1973,3098785,Asia,13.99,NA,209.44,212.96,1003.05,1888.55,677.5198,NA,72.657,NA,NA,NA
Israel,1974,3200533,Asia,11.86,NA,202.56,211.48,956.43,1847.53,615.4588000000001,NA,72.836,NA,NA,NA
Israel,1975,3296931,Asia,18.62,NA,211.24,211.64,975.6,1795.52,444.839,NA,73.022,NA,NA,NA
Israel,1976,3387048,Asia,17.29,NA,215.88,212.16,988.11,1808.85,490.9258,NA,73.215,NA,NA,NA
Israel,1977,3472118,Asia,17.53,NA,224.8,210.04,978.93,1803.23,449.7162,NA,73.413,NA,NA,NA
Israel,1978,3552297,Asia,18.15,NA,210.76,201.76,979.65,1744.83,376.11980000000005,NA,73.618,NA,NA,NA
Israel,1979,3628307,Asia,20.31,NA,228.36,200.48,948.51,1745.65,400.0126000000001,NA,73.828,NA,NA,NA
Israel,1980,3700916,Asia,13.64,NA,198.84,205.92,936.9,1757.34,383.2712,NA,74.046,NA,NA,NA
Israel,1981,3770694,Asia,21.9,NA,206.88,210.16,967.86,1762.1,397.10820000000007,NA,74.273,NA,NA,NA
Israel,1982,3838109,Asia,22.28,NA,220.56,215.64,1015.74,1839.06,637.1322,NA,74.509,NA,NA,NA
Israel,1983,3903954,Asia,25.65,NA,222,215,1010.61,1831.39,545.4518,NA,74.755,NA,NA,NA
Israel,1984,3969182,Asia,21.08,NA,231.28,199.76,1055.34,1776.62,516.3804,NA,75.008,NA,NA,NA
Israel,1985,4035062,Asia,18.21,NA,225.08,211.24,1062.36,1823.32,466.78640000000007,NA,75.267,NA,NA,NA
Israel,1986,4100543,Asia,21.33,NA,211.36,216.24,1054.26,1878.14,421.3298,NA,75.532,NA,NA,NA
Israel,1987,4167130,Asia,18.1,NA,215.36,219.36,1057.68,1950.6,438.948,NA,75.798,NA,NA,NA
Israel,1988,4241786,Asia,15.55,NA,231.12,215.12,1100.25,1812.51,369.1876,NA,76.063,NA,NA,NA
Israel,1989,4333578,Asia,11.29,NA,217.04,224.12,1002.06,1897.78,376.339,NA,76.325,NA,NA,NA
Israel,2018,8381507,Asia,NA,NA,NA,NA,NA,NA,NA,39418.3453068224,82.819,NA,NA,NA
Israel,2019,8519373,Asia,NA,NA,NA,NA,NA,NA,NA,40007.3191584114,82.972,NA,NA,NA
Israel,2020,8655541,Asia,NA,NA,NA,NA,NA,NA,NA,38341.3075704083,NA,NA,NA,NA
Israel,1901,358422,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1902,363148,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1903,368007,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1904,372931,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1905,377920,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1906,382977,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1907,388100,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1908,393293,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1909,398180,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1910,402756,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1911,407013,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1912,410943,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1913,414539,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1914,418167,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1915,421826,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1916,425517,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1917,429240,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1918,433210,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1919,438688,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1920,445727,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1921,454380,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1922,464703,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1923,476751,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1924,489111,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1925,501792,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1926,514802,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1927,528149,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1928,541842,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1929,557741,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1930,575981,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1931,596703,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1932,620058,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1933,646201,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1934,673446,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1935,701840,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1936,731431,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1937,762270,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1938,794409,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1939,827103,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1940,860345,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1941,894129,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1942,928443,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1943,963277,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1944,999418,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1945,1036916,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1946,1075820,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1947,1116183,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1948,1158061,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1949,1205193,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,1950,1257968,Asia,NA,NA,NA,NA,NA,NA,NA,NA,68.343,NA,NA,NA
Israel,1951,1345335,Asia,NA,NA,NA,NA,NA,NA,NA,NA,68.48,NA,NA,NA
Israel,1952,1435825,Asia,NA,NA,NA,NA,NA,NA,NA,NA,68.748,NA,NA,NA
Israel,1953,1525358,Asia,NA,NA,NA,NA,NA,NA,NA,NA,69.007,NA,NA,NA
Israel,1954,1611168,Asia,NA,NA,NA,NA,NA,NA,NA,NA,69.255,NA,NA,NA
Israel,1955,1691873,Asia,NA,NA,NA,NA,NA,NA,NA,NA,69.493,NA,NA,NA
Israel,1956,1767489,Asia,NA,NA,NA,NA,NA,NA,NA,NA,69.721,NA,NA,NA
Israel,1957,1839371,Asia,NA,NA,NA,NA,NA,NA,NA,NA,69.94,NA,NA,NA
Israel,1958,1910043,Asia,NA,NA,NA,NA,NA,NA,NA,NA,70.148,NA,NA,NA
Israel,1959,1982760,Asia,NA,NA,NA,NA,NA,NA,NA,NA,70.347,NA,NA,NA
Israel,1960,2060476,Asia,NA,NA,NA,NA,NA,NA,NA,NA,70.537,NA,NA,NA
Israel,2021,8789776,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan,1961,94560714,Asia,9.05,NA,98.24,198.52,310.41,1917.83,81.4876,NA,68.424,NA,NA,NA
Japan,1962,95458517,Asia,9.42,NA,105,196.48,328.23,1942.29,83.1316,NA,68.935,NA,NA,NA
Japan,1963,96389422,Asia,10.77,NA,109.48,197.96,355.41,1945.15,93.3792,NA,69.426,NA,NA,NA
Japan,1964,97379402,Asia,10.03,NA,102.96,195.92,369.63,1962.49,104.4214,NA,69.898,NA,NA,NA
Japan,1965,98447007,Asia,10.26,NA,118.44,192.16,381.06,1928.34,106.86,NA,70.351,NA,NA,NA
Japan,1966,99596075,Asia,9.51,NA,121.92,192.36,415.8,1910.92,120.83400000000002,NA,70.786,NA,NA,NA
Japan,1967,100822283,Asia,9.99,NA,129.48,192.28,432.18,1935.06,123.5192,NA,71.2,NA,NA,NA
Japan,1968,102124002,Asia,9.93,NA,135.08,189.8,447.57,1926.55,143.74040000000002,NA,71.596,NA,NA,NA
Japan,1969,103496032,Asia,9.36,NA,139.24,185.84,474.84,1898.08,138.4522,NA,71.98,NA,NA,NA
Japan,1970,104929260,Asia,8.76,NA,144.8,183,495.9,1913.3,147.5764,NA,72.358,NA,NA,NA
Japan,1971,106427102,Asia,8.55,NA,151.56,182.76,512.82,1880.86,145.9872,NA,72.74,NA,NA,NA
Japan,1972,107976030,Asia,8.05,NA,154.48,183.28,545.13,1898.11,173.9626,NA,73.131,NA,NA,NA
Japan,1973,109528514,Asia,7.94,NA,160.32,183.76,562.32,1865.6,171.1952,NA,73.533,NA,NA,NA
Japan,1974,111022692,Asia,6.94,NA,161.04,179.12,557.82,1844.02,162.9478,NA,73.945,NA,NA,NA
Japan,1975,112413362,Asia,7.3,NA,161.04,178.76,560.07,1816.13,169.5238,NA,74.361,NA,NA,NA
Japan,1976,113679190,Asia,7.06,NA,177.36,175.84,582.93,1814.87,156.0156,NA,74.774,NA,NA,NA
Japan,1977,114827826,Asia,7.61,NA,179.36,172.64,590.31,1831.69,166.7016,NA,75.174,NA,NA,NA
Japan,1978,115879222,Asia,6.63,NA,187.92,170.52,612.99,1818.57,155.8238,NA,75.554,NA,NA,NA
Japan,1979,116867356,Asia,6.68,NA,187.8,170.6,620.1,1828.5,169.05800000000002,NA,75.913,NA,NA,NA
Japan,1980,117816942,Asia,7.44,NA,186.52,168.64,628.92,1813.92,152.37140000000002,NA,76.252,NA,NA,NA
Japan,1981,118732838,Asia,6.51,NA,188,166.84,651.42,1743.74,145.38440000000003,NA,76.578,NA,NA,NA
Japan,1982,119605254,Asia,7.03,NA,190.24,167.68,651.6,1803.48,152.91940000000002,NA,76.897,NA,NA,NA
Japan,1983,120427643,Asia,7.94,NA,197.6,166.8,668.16,1796.44,152.3988,NA,77.213,NA,NA,NA
Japan,1984,121189269,Asia,6.08,NA,199.48,166.32,680.31,1780.89,129.8486,NA,77.525,NA,NA,NA
Japan,1985,121883483,Asia,6.82,NA,205.08,166.44,687.06,1802.42,142.15120000000002,NA,77.827,NA,NA,NA
Japan,1986,122509119,Asia,7.35,NA,206.56,168,702.72,1796.72,143.05540000000002,NA,78.111,NA,NA,NA
Japan,1987,123072720,Asia,7.41,NA,214.36,168.48,716.22,1795.94,151.74120000000002,NA,78.372,NA,NA,NA
Japan,1988,123584522,Asia,7.81,NA,219.08,169.28,739.08,1813.56,142.20600000000002,NA,78.605,NA,NA,NA
Japan,1989,124058517,Asia,8.07,NA,223.08,169.84,743.04,1833.04,142.97320000000002,NA,78.814,NA,NA,NA
Japan,2018,127202190,Asia,NA,NA,NA,NA,NA,NA,NA,41182.3802046593,84.47,NA,NA,NA
Japan,2019,126860299,Asia,NA,NA,NA,NA,NA,NA,NA,41380.0935773113,84.629,NA,NA,NA
Japan,1901,44273920,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan,1902,44764779,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan,1903,45278858,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan,1904,45798840,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan,1905,46324792,Asia,NA,NA,NA,NA,NA,NA,NA,NA,39.22192,NA,NA,NA
Japan,1906,46856783,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan,1907,47394882,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan,1908,47939159,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan,1909,48493608,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan,1910,49058391,Asia,NA,NA,NA,NA,NA,NA,NA,NA,39.973598,NA,NA,NA
Japan,1911,49633673,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
